Title,Year,Rating,Budget,Revenue,Profit,Runtime,genres,production_companies,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Romance,Scifi,Thriller,War,pixaranimationstudios,warnerbros,paramountpictures,columbiapictures,metrogoldwynmayer,universalpictures,lucasfilm,waltdisneypictures,marvelstudios,dccomics
Toy Story,1995,7.7,30000000,373554033,343554033,81,"Animation,Comedy,Family",Pixar Animation Studios,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Die Hard: With a Vengeance,1995,6.9,90000000,366101666,276101666,128,"Action,Thriller","Twentieth Century Fox Film Corporation,Cinergi Pictures Entertainment",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Apollo 13,1995,7.3,52000000,355237933,303237933,140,Drama,"Imagine Entertainment,Universal Pictures",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GoldenEye,1995,6.6,58000000,352194034,294194034,130,"Adventure,Action,Thriller","United Artists,Eon Productions",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pocahontas,1995,6.7,55000000,346079773,291079773,81,"Adventure,Animation,Drama,Family","Walt Disney Pictures,Walt Disney Feature Animation",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Batman Forever,1995,5.2,100000000,336529144,236529144,121,"Action,Crime,Fantasy","Warner Bros.,Polygram Filmed Entertainment",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Se7en,1995,8.1,33000000,327311859,294311859,127,"Crime,Mystery,Thriller","New Line Cinema,Juno Pix,Cecchi Gori Pictures",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casper,1995,6,50000000,287928194,237928194,100,"Fantasy,Comedy,Family","Universal Pictures,Amblin Entertainment,The Harvey Entertainment Company",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Waterworld,1995,5.9,175000000,264218220,89218220,135,"Adventure,Action","Universal Pictures,Gordon Company,Davis Entertainment,Licht/Mueller Film Corporation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jumanji,1995,6.9,65000000,262797249,197797249,104,"Adventure,Fantasy,Family","TriStar Pictures,Teitler Film,Interscope Communications",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babe,1995,6,30000000,254134910,224134910,89,"Fantasy,Drama,Comedy,Family","Universal Pictures,Kennedy Miller Productions",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ace Ventura: When Nature Calls,1995,6.1,30000000,212385533,182385533,90,"Crime,Comedy,Adventure","O Entertainment,Warner Bros.,Morgan Creek Productions",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Braveheart,1995,7.7,72000000,210000000,138000000,177,"Action,Drama,History,War","Icon Entertainment International,The Ladd Company,B.H. Finance C.V.",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Outbreak,1995,6.4,50000000,189859560,139859560,127,"Action,Drama,Scifi,Thriller","Kopelson Entertainment,Punch Productions,Warner Bros.,Arnold Kopelson Productions",1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Heat,1995,7.7,60000000,187436818,127436818,170,"Action,Crime,Drama,Thriller","Regency Enterprises,Forward Pass,Warner Bros.",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
While You Were Sleeping,1995,6.5,17000000,182057016,165057016,103,"Comedy,Drama,Romance","Caravan Pictures,Hollywood Pictures",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bridges of Madison County,1995,7.3,24000000,182016617,158016617,135,"Drama,Romance","Amblin Entertainment,Malpaso Productions,Warner Bros.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Twelve Monkeys,1995,7.4,29500000,168840000,139340000,129,"Scifi,Thriller,Mystery","Universal Pictures,Atlas Entertainment,Classico",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Crimson Tide,1995,7,53000000,157387195,104387195,116,"Action,Thriller,Drama","Hollywood Pictures,Don Simpson/Jerry Bruckheimer Films",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Congo,1995,5,50000000,152022101,102022101,109,"Action,Adventure,Drama,Mystery,Scifi,Thriller","Paramount Pictures,Kennedy/Marshall Company, The",1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Bad Boys,1995,6.5,19000000,141407024,122407024,118,"Action,Comedy,Crime,Thriller","Columbia Pictures,Don Simpson/Jerry Bruckheimer Films",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Sense and Sensibility,1995,7.2,16500000,135000000,118500000,136,"Drama,Romance","Columbia Pictures Corporation,Mirage Enterprises",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
First Knight,1995,5.9,55000000,127600435,72600435,134,"Action,Adventure,Drama,Romance","Columbia Pictures Corporation,First Knight Productions",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mortal Kombat,1995,5.4,18000000,122195920,104195920,101,"Action,Fantasy","New Line Cinema,Threshold Entertainment",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casino,1995,7.8,52000000,116112375,64112375,178,"Drama,Crime","Universal Pictures,Lթgende Entreprises,Syalis DA,De Fina-Cappa",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Get Shorty,1995,6.4,30250000,115101622,84851622,105,"Comedy,Thriller,Crime","Jersey Films,Metro-Goldwyn-Mayer (MGM)",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Judge Dredd,1995,5.4,90000000,113493481,23493481,96,Scifi,"Hollywood Pictures,Cinergi Pictures Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Species,1995,5.5,35000000,113374103,78374103,108,"Scifi,Horror,Action",Metro-Goldwyn-Mayer (MGM),1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Net,1995,5.6,22000000,110627965,88627965,114,"Crime,Drama,Mystery,Thriller,Action",Columbia Pictures,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The American President,1995,6.5,62000000,107879496,45879496,106,"Comedy,Drama,Romance","Columbia Pictures,Castle Rock Entertainment",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Under Siege 2: Dark Territory,1995,5.6,60000000,104324083,44324083,100,"Action,Thriller","Regency Enterprises,Warner Bros.,Seagal/Nasso Productions,Victor Company of Japan (JVC),Cutting Edge Films",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mighty Morphin Power Rangers: The Movie,1995,5.2,15000000,66000000,51000000,92,"Action,Adventure,Scifi,Family,Fantasy","Twentieth Century Fox Film Corporation,Saban Entertainment,Toei Company",1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sudden Death,1995,5.5,35000000,64350171,29350171,106,"Action,Adventure,Thriller","Universal Pictures,Imperial Entertainment,Signature Entertainment",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A Walk in the Clouds,1995,6.5,20000000,50012507,30012507,103,"Drama,Romance","Twentieth Century Fox Film Corporation,Zucker Brothers Productions",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Leaving Las Vegas,1995,7.1,3600000,49800000,46200000,112,"Drama,Romance","United Artists,Intial Productions",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Man Walking,1995,7.3,11000000,39363635,28363635,122,Drama,"Havoc,PolyGram Filmed Entertainment,Working Title Films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Money Train,1995,5.4,60000000,35431113,-24568887,103,"Action,Comedy,Crime",Columbia Pictures,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rumble in the Bronx,1995,6.5,7500000,32392047,24892047,91,"Crime,Action,Comedy,Thriller","New Line Cinema,Golden Harvest Company",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rob Roy,1995,6.5,28000000,31596911,3596911,139,Adventure,"United Artists,Talisman Productions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassins,1995,6,50000000,30303072,-19696928,132,"Action,Adventure,Crime,Thriller","Silver Pictures,Canal+,Warner Bros.,Dino De Laurentiis Company,Donner/Shuler-Donner Productions,Evansgideon/Lazar",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Friday,1995,7,3500000,28215918,24715918,91,Comedy,New Line Cinema,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Madison,1995,6.2,10000000,26488734,16488734,89,Comedy,Jack Giarraputo Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desperado,1995,6.8,7000000,25405445,18405445,104,"Thriller,Action,Crime","Columbia Pictures,Los Hooligans Productions",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Virtuosity,1995,5.4,30000000,24048000,-5952000,106,"Action,Crime,Scifi,Thriller",Paramount Pictures,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
The Usual Suspects,1995,8.1,6000000,23341568,17341568,106,"Drama,Crime,Thriller","Blue Parrot Productions,Bad Hat Harry Productions",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
To Die For,1995,6.7,20000000,21284514,1284514,106,"Fantasy,Drama,Comedy,Thriller","The Rank Organisation,Columbia Pictures Corporation",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Showgirls,1995,4.9,45000000,20350754,-24649246,128,Drama,"United Artists,Le Studio Canal+,Carolco Pictures",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampire in Brooklyn,1995,4.5,14000000,19800000,5800000,100,"Comedy,Horror,Romance",Paramount Pictures,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Johnny Mnemonic,1995,5.5,25000000,19075720,-5924280,97,"Adventure,Action,Drama,Scifi,Thriller","TriStar Pictures,Alliance Communications Corporation",1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Quick and the Dead,1995,6.2,32000000,18552460,-13447540,107,"Action,Western",TriStar Pictures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween: The Curse of Michael Myers,1995,5,5000000,15116634,10116634,88,"Horror,Thriller",Miramax Films,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Scarlet Letter,1995,5.5,50000000,10382407,-39617593,135,"Drama,History,Romance","Hollywood Pictures,Cinergi Pictures Entertainment",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cutthroat Island,1995,5.7,98000000,10017322,-87982678,119,"Action,Adventure","Le Studio Canal+,Laurence Mark Productions,Metro-Goldwyn-Mayer (MGM),Carolco Pictures",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smoke,1995,7.2,7000000,8349430,1349430,112,"Comedy,Drama",Miramax Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick of Time,1995,6.1,8169363,8175346,5983,90,"Crime,Drama,Thriller",Paramount Pictures,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Strange Days,1995,6.8,42000000,7959291,-34040709,145,"Crime,Drama,Scifi,Thriller",Lightstorm Entertainment,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hackers,1995,6.2,20000000,7563728,-12436272,107,"Action,Crime,Thriller,Drama","United Artists,Suftley",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kids,1995,6.8,1500000,7412216,5912216,91,"Drama,Crime",Miramax Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mighty Aphrodite,1995,6.7,15000000,6700000,-8300000,95,"Comedy,Romance","Miramax Films,Magnolia Pictures",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Screamers,1995,6.1,20000000,5781885,-14218115,108,"Horror,Scifi","The Movie Network (TMN),Allegro Films,Fuji Eight Company Ltd.,Fries Film Group,Super Ecran,Triumph Films",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Before Sunrise,1995,7.7,2500000,5535405,3035405,105,"Drama,Romance","Detour Film Production,Warner Bros.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Four Rooms,1995,6.5,4000000,4300000,300000,98,"Crime,Comedy","Miramax Films,A Band Apart",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tank Girl,1995,5.5,25000000,4064495,-20935505,98,"Action,Comedy,Fantasy,Scifi",Trilogy Entertainment Group,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mallrats,1995,6.8,6000000,2122561,-3877439,94,"Romance,Comedy","Universal Pictures,Gramercy Pictures,Alphaville Films,View Askew Productions",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lion King,1994,8,45000000,788241776,743241776,89,"Family,Animation,Drama","Walt Disney Pictures,Walt Disney Feature Animation",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Forrest Gump,1994,8.2,55000000,677945399,622945399,142,"Comedy,Drama,Romance",Paramount Pictures,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
True Lies,1994,6.8,115000000,378882411,263882411,141,"Action,Thriller","Twentieth Century Fox Film Corporation,Lightstorm Entertainment",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Mask,1994,6.6,23000000,351583407,328583407,101,"Romance,Comedy,Crime,Fantasy","New Line Cinema,Dark Horse Entertainment",0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed,1994,6.8,30000000,350448145,320448145,116,"Action,Adventure,Crime",Twentieth Century Fox Film Corporation,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flintstones,1994,5,46000000,341631208,295631208,91,"Fantasy,Comedy,Family","Universal Pictures,Amblin Entertainment,Hanna-Barbera Productions",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Four Weddings and a Funeral,1994,6.6,6000000,254700832,248700832,117,"Comedy,Drama,Romance","Channel Four Films,PolyGram Filmed Entertainment,Working Title Films",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb and Dumber,1994,6.5,16000000,247275374,231275374,107,Comedy,"New Line Cinema,Motion Picture Corporation of America (MPCA)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview with the Vampire,1994,7.2,60000000,223664608,163664608,123,"Horror,Romance",Geffen Pictures,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear and Present Danger,1994,6.4,62000000,215887717,153887717,141,"Action,Drama,Thriller","Paramount Pictures,Mace Neufeld Productions",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Disclosure,1994,5.9,55000000,214015089,159015089,123,"Drama,Thriller,Crime,Mystery,Romance","Warner Bros.,Baltimore Pictures",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Pulp Fiction,1994,8.3,8000000,213928762,205928762,154,"Thriller,Crime","Miramax Films,A Band Apart,Jersey Films",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stargate,1994,6.8,55000000,196567262,141567262,121,"Action,Adventure,Scifi","Centropolis Entertainment,StudioCanal,Carolco Entertainment",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Santa Clause,1994,6.3,22000000,189833357,167833357,97,"Fantasy,Drama,Comedy,Family","Walt Disney Pictures,Hollywood Pictures",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Specialist,1994,5.5,45000000,170362582,125362582,110,"Action,Thriller","Jerry Weintraub Productions,Warner Bros.,Iguana Producciones",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Legends of the Fall,1994,7.2,30000000,160638883,130638883,133,"Adventure,Drama,Romance,War","Bedford Falls Productions,TriStar Pictures,Pangaea",0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Star Trek: Generations,1994,6.4,38000000,120000000,82000000,118,"Scifi,Action,Adventure,Thriller",Paramount Pictures,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Beverly Hills Cop III,1994,5.5,50000000,119208989,69208989,104,"Action,Comedy,Crime","Paramount Pictures,Eddie Murphy Productions",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Client,1994,6.4,45000000,117615211,72615211,119,"Drama,Thriller,Crime,Mystery","Regency Enterprises,Alcor Films,Warner Bros.",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mary Shelley's Frankenstein,1994,6.1,45000000,112006296,67006296,123,"Drama,Horror,Scifi,Romance","American Zoetrope,TriStar Pictures",0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ace Ventura: Pet Detective,1994,6.4,15000000,107217396,92217396,86,"Comedy,Mystery","Warner Bros.,Morgan Creek Productions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nell,1994,6.1,31000000,106683817,75683817,112,"Drama,Thriller","Twentieth Century Fox Film Corporation,Egg Pictures,PolyGram Filmed Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timecop,1994,5.5,27000000,101646581,74646581,99,"Thriller,Scifi,Action,Crime","Universal Pictures,Renaissance Pictures,Dark Horse Entertainment,Largo Entertainment,Signature Pictures,JVC Entertainment Networks",1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Street Fighter,1994,4.1,35000000,99423521,64423521,102,"Action,Adventure,Thriller","Universal Pictures,Capcom",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Crow,1994,7.3,15000000,94000000,79000000,102,"Fantasy,Action,Thriller","Miramax Films,Crowvision Inc.,Entertainment Media Investment Corporation,Jeff Most Productions,Edward R. Pressman Film",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Naked Gun 33_��: The Final Insult,1994,6.4,30000000,51132598,21132598,83,"Comedy,Crime",Paramount Pictures,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Natural Born Killers,1994,6.9,34000000,50282766,16282766,119,"Crime,Thriller,Drama","Regency Enterprises,Alcor Films,Ixtlan,Warner Bros.,New Regency Pictures,J D Productions",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
On Deadly Ground,1994,4.6,50000000,49000000,-1000000,102,"Action,Thriller",Warner Bros.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Shadow,1994,5.4,25000000,48063435,23063435,108,"Adventure,Fantasy,Action,Thriller,Scifi",Universal Pictures,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Leon: The Professional,1994,8.2,16000000,45284974,29284974,110,"Thriller,Crime,Drama","Columbia Pictures,Gaumont",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Junior,1994,4.7,60000000,37000000,-23000000,109,"Comedy,Family,Romance","Universal Pictures,Northern Lights Entertainment",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Highlander: The Final Dimension,1994,4.5,26000000,36800000,10800000,99,"Action,Fantasy,Scifi","Trans-Film,Initial Groupe,LumiՌre Pictures,Fallingcloud",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Shawshank Redemption,1994,8.5,25000000,28341469,3341469,142,"Drama,Crime","Castle Rock Entertainment,Warner Bros.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wyatt Earp,1994,6.5,63000000,25052000,-37948000,191,"Drama,Action,Western","Tig Productions,Warner Bros.,Kasdan Pictures,Paragon Entertainment Corp.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Don Juan DeMarco,1994,6.3,25000000,22200000,-2800000,97,"Romance,Drama,Comedy","New Line Cinema,American Zoetrope",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Reality Bites,1994,6.5,11500000,20079850,8579850,99,Drama,"Universal Pictures,Jersey Films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Color of Night,1994,5.4,40000000,19726050,-20273950,121,"Drama,Mystery,Romance,Thriller","Hollywood Pictures,Cinergi Pictures Entertainment",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
New Nightmare,1994,6.4,14000000,18090181,4090181,112,"Horror,Thriller,Mystery,Fantasy",New Line Cinema,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baby's Day Out,1994,5.8,50000000,16671505,-33328495,99,"Action,Adventure,Comedy,Family",Twentieth Century Fox Film Corporation,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Next Karate Kid,1994,4.8,12000000,15826984,3826984,107,Adventure,Columbia Pictures Corporation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Muriel's Wedding,1994,6.9,3000000,15119639,12119639,106,"Drama,Comedy,Romance","Ciby 2000,Film Victoria,House & Moorhouse Films",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pagemaster,1994,6.2,27000000,13670688,-13329312,80,"Fantasy,Scifi,Family,Animation","Twentieth Century Fox Film Corporation,Turner Pictures (I)",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thumbelina,1994,6.1,28000000,11373501,-16626499,87,"Animation,Drama,Family,Fantasy","Warner Bros.,Don Bluth Productions",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Swan Princess,1994,6.5,35000000,9771658,-25228342,89,Animation,Rich Animation Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Mouth of Madness,1994,7.1,8000000,8946600,946600,95,"Horror,Mystery,Thriller",New Line Cinema,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Serial Mom,1994,6.4,13000000,7820688,-5179312,95,"Comedy,Crime,Horror,Thriller","Savoy Pictures,Polar Entertainment",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ed Wood,1994,7.3,18000000,5887457,-12112543,127,"Comedy,Drama,History",Touchstone Pictures,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavenly Creatures,1994,6.9,5000000,3049135,-1950865,99,"Drama,Fantasy","WingNut Films,Miramax Films,New Zealand Film Commission,Fontana Productions",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park,1993,7.6,63000000,920100000,857100000,127,"Adventure,Scifi","Universal Pictures,Amblin Entertainment",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Mrs. Doubtfire,1993,7,25000000,441286195,416286195,125,"Comedy,Drama,Family","Twentieth Century Fox Film Corporation,Blue Wolf",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fugitive,1993,7.2,44000000,368875760,324875760,130,"Adventure,Action,Thriller,Crime,Mystery",Warner Bros.,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Schindler's List,1993,8.3,22000000,321365567,299365567,195,"Drama,History,War","Universal Pictures,Amblin Entertainment",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Firm,1993,6.6,42000000,270248367,228248367,154,"Drama,Mystery,Thriller","Paramount Pictures,Mirage Enterprises,Davis Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Indecent Proposal,1993,5.8,38000000,266614059,228614059,117,Drama,Paramount Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cliffhanger,1993,6.1,70000000,255000211,185000211,112,"Action,Adventure,Thriller","TriStar Pictures,Canal+,Carolco Pictures,RCS Video,Cliffhanger Productions,Pioneer",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sleepless in Seattle,1993,6.5,21000000,227799884,206799884,105,"Comedy,Drama,Romance",TriStar Pictures,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
